Model Year,Mfr Name,Carline,City MPG,Hwy MPG,Comb MPG,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted,Comb CO2 Rounded Adjusted (as shown on FE Label)
2026,Ford Motor Company,EXPLORER RWD,18,25,21,486,355,423
2026,Ford Motor Company,EXPLORER RWD,20,29,24,433,308,377
2026,General Motors,ACADIA FWD,20,26,22,440,342,404
2026,General Motors,YUKON 2WD,15,20,17,587,444,523
2026,General Motors,YUKON 2WD,15,20,17,592,453,530
2026,General Motors,YUKON 2WD,21,26,23,485,385,442
2026,General Motors,YUKON XL 2WD,15,19,16,605,470,544
2026,General Motors,YUKON XL 2WD,15,20,17,592,453,530
2026,General Motors,YUKON XL 2WD,21,26,23,485,385,442
2026,Hyundai,Palisade FWD,19,25,21,476,348,418
2026,Hyundai,Palisade Hybrid FWD,31,32,31,287,277,283
2026,Hyundai,Palisade Hybrid FWD Blue,33,35,34,262,253,258
2026,Nissan,QX60 FWD,22,28,24,405,318,371
2026,Nissan,QX80 2WD,16,20,18,557,440,504
2026,Toyota,TX 350,21,27,23,418,326,382
2026,Ford Motor Company,AVIATOR RWD,18,25,21,486,355,423
2026,Nissan,ARMADA 2WD,16,20,18,556,444,506
2026,Toyota,GRAND HIGHLANDER HYBRID,37,34,36,237,258,246
2026,Toyota,GRAND HIGHLANDER LE/XLE,21,28,24,419,313,371
2026,Toyota,GRAND HIGHLANDER LIMITED,21,28,24,410,312,366
2026,Toyota,SEQUOIA 2WD,21,24,22,418,366,395
2026,Toyota,SEQUOIA 2WD,21,24,22,418,366,395
2026,Honda,MDX AWD Type-S,17,21,19,523,414,474
2026,aston martin,DBX 707,15,20,17,602,457,537
2026,aston martin,DBX 727,14,19,16,620,456,546
2026,Volkswagen Group of,Q7,20,26,22,453,347,405
2026,Volkswagen Group of,Q7 quattro,18,23,20,492,380,442
2026,Volkswagen Group of,Q8 quattro,17,23,19,514,392,459
2026,Volkswagen Group of,RS Q8 Performance,14,20,16,622,454,547
2026,Volkswagen Group of,SQ7,14,20,16,615,448,540
2026,Volkswagen Group of,SQ8,14,20,16,623,439,540
2026,Volkswagen Group of,Bentayga,14,21,16,650,433,553
2026,Volkswagen Group of,Bentayga EWB,14,21,16,650,433,553
2026,BMW,ALPINA XB7,16,20,17,564,434,506
2026,BMW,X5 M Competition,13,18,15,678,481,589
2026,BMW,X5 M60i xDrive,17,22,19,512,391,458
2026,BMW,X5 xDrive40i,23,27,25,375,323,352
2026,BMW,X6 M Competition,13,18,15,678,481,589
2026,BMW,X6 M60i xDrive,17,22,19,512,391,458
2026,BMW,X6 xDrive40i,22,26,23,406,332,372
2026,BMW,X7 M60i xDrive,16,20,18,550,435,498
2026,BMW,X7 xDrive40i,21,25,23,420,346,387
2026,General Motors,ENCLAVE AWD,20,24,21,454,370,423
2026,General Motors,ESCALADE 4WD,14,18,16,634,495,572
2026,General Motors,ESCALADE V AWD,11,17,13,793,526,691
2026,General Motors,SUBURBAN 4WD,14,18,16,634,495,572
2026,General Motors,SUBURBAN 4WD,14,19,16,646,481,571
2026,General Motors,SUBURBAN 4WD,20,24,22,496,416,460
2026,General Motors,TAHOE 4WD,20,24,22,496,416,460
2026,General Motors,TAHOE 4WD (5.3L),15,19,17,596,462,536
2026,General Motors,TAHOE 4WD (6.2L),14,18,16,634,495,572
2026,General Motors,TRAVERSE AWD,20,24,21,454,370,423
2026,FCA US LLC,Durango AWD,17,24,20,510,374,449
2026,FCA US LLC,Durango AWD,14,21,16,643,415,541
2026,Ford Motor Company,EXPLORER AWD,18,25,20,503,361,439
2026,Ford Motor Company,EXPLORER AWD,20,27,23,448,329,394
2026,Ford Motor Company,EXPLORER TREMOR AWD,19,23,21,460,378,424
2026,Hyundai,GV80 AWD,19,24,21,474,369,427
2026,Hyundai,GV80 AWD,16,22,19,538,395,473
2026,Hyundai,GV80 MHEV,17,22,19,513,410,467
2026,General Motors,ACADIA AWD,20,23,21,454,387,423
2026,General Motors,YUKON 4WD,14,18,16,634,495,572
2026,General Motors,YUKON 4WD,15,19,17,596,462,536
2026,General Motors,YUKON 4WD,20,24,22,496,416,460
2026,General Motors,YUKON XL 4WD,14,18,16,634,495,572
2026,General Motors,YUKON XL 4WD,14,19,16,646,481,571
2026,General Motors,YUKON XL 4WD,20,24,22,496,416,460
2026,Hyundai,Palisade AWD,18,24,20,500,375,444
2026,Hyundai,Palisade Hybrid AWD,29,30,29,307,291,300
2026,Hyundai,Palisade XRT Pro,16,22,19,542,402,479
2026,Nissan,QX60 AWD,22,27,24,411,330,374
2026,Nissan,QX80 4WD,16,19,17,569,464,522
2026,Jaguar Land Rover L,Defender 110,18,22,20,494,400,452
2026,Jaguar Land Rover L,Defender 110,14,18,16,644,489,574
2026,Jaguar Land Rover L,Defender 110 MHEV,15,19,17,597,458,534
2026,Jaguar Land Rover L,Defender 110 Trophy MHEV,17,18,17,524,497,512
2026,Jaguar Land Rover L,Defender 130,14,19,16,644,474,567
2026,Jaguar Land Rover L,Defender 130 Outbound,17,19,18,538,453,500
2026,Jaguar Land Rover L,Defender 90,18,21,19,493,431,465
2026,Jaguar Land Rover L,Defender 90,15,19,16,615,471,550
2026,Jaguar Land Rover L,Range Rover LWB MHEV,16,22,18,574,411,501
2026,Jaguar Land Rover L,Range Rover MHEV,16,23,19,549,389,477
2026,Jaguar Land Rover L,Range Rover Sport MHEV,16,23,19,549,389,477
2026,Jaguar Land Rover L,Range Rover Sport SVR MHEV,16,22,18,568,410,497
2026,Jaguar Land Rover L,Range Rover SV LWB MHEV,16,22,18,574,411,501
2026,Jaguar Land Rover L,Range Rover SV MHEV,16,23,18,566,390,487
2026,Toyota,TX 350 AWD,20,26,23,432,333,387
2026,Toyota,TX 500h AWD,27,28,27,326,316,322
2026,Ford Motor Company,AVIATOR AWD,17,25,20,521,358,447
2026,MAZDA,MAZDA CX-90 4WD,23,28,25,386,324,358
2026,MAZDA,MAZDA CX-90 4WD,23,28,25,386,314,354
2026,Mercedes-Benz,AMG GLE 53 4MATIC+,18,23,20,484,384,439
2026,Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),18,22,20,497,401,454
2026,Mercedes-Benz,AMG GLE 63 S 4MATIC+,15,20,17,606,434,528
2026,Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),15,21,17,598,432,523
2026,Mercedes-Benz,AMG GLS 63 4MATIC+,15,20,17,614,445,538
2026,Mercedes-Benz,G 550,17,19,18,510,465,490
2026,Mercedes-Benz,GLE 450 4MATIC,19,25,21,474,363,424
2026,Mercedes-Benz,GLE 450 4MATIC (coupe),19,25,21,474,363,424
2026,Mercedes-Benz,GLE 580 4MATIC,15,21,18,575,422,506
2026,Mercedes-Benz,GLS 450 4MATIC,19,24,21,481,364,428
2026,Mercedes-Benz,GLS 580 4MATIC,14,20,16,623,435,539
2026,Mercedes-Benz,GLS 600 4MATIC Maybach,13,18,15,666,487,585
2026,Nissan,ARMADA 4WD,16,19,17,557,469,524
2026,Nissan,ARMADA 4WD PRO-4X,15,18,16,594,488,556
2026,Porsche,Cayenne,17,23,19,524,388,469
2026,Porsche,Cayenne Coupe,17,23,19,524,386,469
2026,Porsche,Cayenne GTS,15,22,18,595,410,512
2026,Porsche,Cayenne GTS Coupe,16,22,18,557,405,489
2026,Porsche,Cayenne S,16,21,18,549,423,492
2026,Porsche,Cayenne S Coupe,16,21,18,549,423,492
2026,Porsche,Cayenne Turbo GT,15,20,17,583,444,521
2026,Rolls-Royce,Black Badge Cullinan,12,19,14,732,459,609
2026,Rolls-Royce,Cullinan,12,19,14,732,459,609
2026,Toyota,GRAND HIGHLANDER AWD LE/XLE,21,27,23,424,325,379
2026,Toyota,GRAND HIGHLANDER AWD LIMITED/PLATINUM,20,26,22,433,338,400
2026,Toyota,GRAND HIGHLANDER HYBRID AWD,36,32,34,246,276,260
2026,Toyota,GRAND HIGHLANDER HYBRID AWD,26,27,27,338,325,332
2026,Toyota,LAND CRUISER,22,25,23,398,355,379
2026,Toyota,SEQUOIA 4WD,19,22,20,473,397,439
2026,Toyota,SEQUOIA 4WD,19,22,20,473,397,439
2026,Volvo,XC90 B5 AWD,22,27,24,405,325,369
2026,Volvo,XC90 B6 AWD,20,26,23,435,342,393
